names	district	location	xaxis	yaxis	roomspace	orientation	numrooms	height	floors	owner	postdate	attrs	price
顺源里 1室1厅 6300元	朝阳	三元桥	116.463494	39.955288	33㎡	南	1室1厅1卫	低楼层	（6层）	链家	2天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	6300
整租 · 广安门外南街 1室1厅 5900元	西城	天宁寺	116.352899	39.889225	40㎡	南	1室1厅1卫	中楼层	（5层）	链家	2天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	5900
翠微东里 1室1厅 5800元	海淀	公主坟	116.308305	39.920751	42㎡	南	1室1厅1卫	低楼层	（18层）	链家	2天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	5800
整租 · 后现代城A区 1室0厅 6500元	朝阳	大望路	116.493655	39.905367	51㎡	北	1室0厅1卫	低楼层	（14层）	链家	2天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	6500
罗庄西里 1室1厅 6500元	海淀	知春路	116.351677	39.980567	46㎡	南	1室1厅1卫	高楼层	（9层）	链家	1天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	6500
整租 ·   金泰先锋--优质一居室-临近地铁	朝阳	百子湾	116.506685	39.902187	70㎡	西北	1室2厅1卫	低楼层	（14层）	链家	1天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	7500
整租 · 丰台南路108号院 1室1厅 4000元	丰台	看丹桥	116.302075	39.847127	42㎡	南	1室1厅1卫	高楼层	（6层）	链家	1天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	4000
沿海赛洛城 1室0厅 6000元	朝阳	百子湾	116.51152	39.901436	57㎡	南	1室0厅1卫	中楼层	（24层）	链家	今天发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	6000
整租 · 小南庄社区 1室1厅 4800元	海淀	苏州桥	116.31231	39.971679	46㎡	东	1室1厅1卫	地下室	（6层）	链家	12天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4800
整租 · 蓝郡国际花园 1室0厅 3000元	昌平	西关环岛	116.232119	40.223852	41㎡	北	1室0厅1卫	中楼层	（15层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3000
整租 · 劲松五区 1室1厅 5000元	朝阳	劲松	116.458279	39.888187	41㎡	南	1室1厅1卫	高楼层	（6层）	链家	28天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5000
整租 · 官苑8号 1室1厅 12500元	西城	官园	116.367845	39.935365	62㎡	西	1室1厅1卫	低楼层	（16层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	12500
整租 · 远洋自然 1室1厅 5000元	丰台	大红门	116.395716	39.846811	63㎡	东	1室1厅1卫	低楼层	（15层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5000
整租 ·   CBD传奇朝南开间 拎包入住 临近地铁	朝阳	大望路	116.483602	39.893412	48㎡	南	1室0厅1卫	低楼层	（18层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6200
整租 ·    世纪星小区精装修开间 出行方便 小区好	丰台	宋家庄	116.441493	39.863696	41㎡	北	1室0厅1卫	低楼层	（30层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4900
整租 · 金尚嘉园 牡丹园 西土城 庚坊国际 北医三院	海淀	北太平庄	116.371593	39.978364	51㎡	北	1室1厅1卫	高楼层	（16层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6700
整租 · 西豪逸景 1室0厅 6800元	西城	广安门	116.348379	39.898284	72㎡	南	1室0厅1卫	中楼层	（28层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6800
整租 · 常青藤嘉园 1室0厅 4600元	西城	马连道	116.340034	39.885855	34㎡	南	1室0厅1卫	中楼层	（16层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4600
整租 ·   西城朗琴园朝北开间 家具家电齐全 可以长租	西城	广安门	116.348282	39.892777	57㎡	北	1室0厅1卫	低楼层	（29层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'is_key': '随时看房'}	5800
整租 · 平原里小区 1室1厅 5000元	西城	牛街	116.37913	39.887761	50㎡	南 北	1室1厅1卫	中楼层	（6层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5000
整租 ·   4号线公益西桥地铁站精装修一居室	丰台	马家堡	116.382166	39.843984	53㎡	北	1室1厅1卫	高楼层	（20层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5100
整租 · 水利新宿舍 1室1厅 7200元	海淀	公主坟	116.314859	39.920243	65㎡	西	1室1厅1卫	低楼层	（28层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7200
牡丹园 月季园 精装一居室 业主直租 有钥匙 可谈	海淀	马甸	116.381497	39.97775	46㎡	东	1室1厅1卫	中楼层	（9层）	链家	17天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6000
精装修，开阔视野拎包入住。家电齐全	朝阳	CBD	116.48154	39.918388	54㎡	北	1室1厅1卫	中楼层	（30层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	8600
整租 · 新城国际高层开间，户型方正，随时起租，随时入住	朝阳	东大桥	116.462122	39.923796	76㎡	北	1室0厅1卫	中楼层	（25层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	17500
整租 · 北机家属院 1室1厅 3200元	通州	果园	116.64378	39.898048	44㎡	东	1室1厅1卫	高楼层	（6层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3200
整租 ·   远洋北区 开间改正规一居室 精装修 家具家电全齐	石景山	鲁谷	116.247008	39.906426	55㎡	东	1室1厅1卫	低楼层	（25层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5500
整租 · 苏荷时代 1室1厅 4200元	通州	果园	116.6512	39.898186	73㎡	东南	1室1厅1卫	中楼层	（24层）	链家	28天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'is_key': '随时看房'}	4200
整租 · 太平里 1室1厅 4500元	西城	马连道	116.329679	39.887968	46㎡	东 西	1室1厅1卫	低楼层	（7层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4500
DBC加州小镇 1室0厅 3200元	通州	临河里	116.689244	39.873245	42㎡	南	1室0厅1卫	中楼层	（11层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'is_key': '随时看房'}	3200
整租 ·   名都家苑 地铁四号线公益西桥站 北向开间 精装修	丰台	马家堡	116.378925	39.84505	56㎡	北	1室0厅1卫	低楼层	（12层）	链家	29天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5600
整租 · 晨欣园 1室1厅 4500元	丰台	马家堡	116.381203	39.852992	51㎡	南	1室1厅1卫	中楼层	（6层）	链家	28天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4500
整租 ·   万寿路精装一居室 交通便利 诚心出租 看房方便	海淀	公主坟	116.304415	39.918055	36㎡	西	1室1厅1卫	高楼层	（6层）	链家	27天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5100
恩济里小区 1室1厅 5000元	海淀	定慧寺	116.291418	39.937341	49㎡	南	1室1厅1卫	低楼层	（15层）	链家	22天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5000
整租 · 五月华庭 1室0厅 6000元	海淀	新街口	116.375366	39.958063	46㎡	南	1室0厅1卫	低楼层	（12层）	链家	24天前发布	{'is_subway_house': '近地铁', 'is_key': '随时看房'}	6000
整租 · 玺萌鹏苑 1室0厅 4200元	丰台	草桥	116.369002	39.857254	34㎡	北	1室0厅1卫	高楼层	（24层）	链家	9天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4200
整租 ·   瞰都国际四环边，精装修开间，紧邻地铁，看房方便	朝阳	朝阳公园	116.493333	39.967187	61㎡	东	1室0厅1卫	高楼层	（17层）	链家	23天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	8000
整租 ·   花市枣苑的开间精装修，之前业主自住，房子保持的好	东城	东花市	116.435879	39.901966	50㎡	北	1室0厅1卫	低楼层	（18层）	链家	23天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'is_key': '随时看房'}	6800
精装小开间  随时起租  高楼层  视野开阔	东城	广渠门	116.448783	39.894213	37㎡	西	1室0厅1卫	高楼层	（24层）	链家	18天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5500
整租 · 平原里小区 1室1厅 5100元	西城	牛街	116.37913	39.887761	52㎡	南 北	1室1厅1卫	中楼层	（6层）	链家	18天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5100
整租 · 科技园区紧邻地铁精装1居室，家电齐全，拎包入住	丰台	玉泉营	116.309431	39.842691	77㎡	东北	1室1厅1卫	高楼层	（26层）	链家	16天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6200
整租 · 后现代城C区 1室0厅 7200元	朝阳	大望路	116.494145	39.904158	64㎡	东	1室0厅1卫	中楼层	（27层）	链家	22天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7200
整租 ·   安定门东大街精装南向一居室业主诚意出租。	东城	东直门	116.425446	39.954872	44㎡	南	1室1厅1卫	高楼层	（6层）	链家	21天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7000
整租 ·   洋桥西罗园一区南向一居看房方便业主诚租	丰台	西罗园	116.400929	39.866858	40㎡	南	1室1厅1卫	低楼层	（6层）	链家	19天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4500
整租 ·    金鱼池西区精装开间 家具家电全齐 看房随时	东城	天坛	116.413838	39.895714	50㎡	西	1室0厅1卫	中楼层	（7层）	链家	18天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'is_key': '随时看房'}	6200
整租 · 翠微路17号院，精装2居改1居，诚心出租	海淀	公主坟	116.307856	39.913968	56㎡	南 北	1室1厅1卫	高楼层	（12层）	链家	18天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	8500
整租 ·    北露园一居室 业主诚心出租 可随时入住	西城	阜成门	116.34798	39.93174	44㎡	南	1室1厅1卫	中楼层	（6层）	链家	18天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6200
整租 ·   此房精装修，中高层，视野好，观小区花园和国贸夜景	朝阳	双井	116.471626	39.8946	57㎡	北	1室1厅1卫	中楼层	（28层）	链家	17天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6400
柳芳南里 1室1厅 5800元	朝阳	国展	116.446076	39.959361	43㎡	南	1室1厅1卫	中楼层	（18层）	链家	17天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5800
整租 · 宝星南向开间 线帘格挡 美观又采光好	朝阳	望京	116.489254	40.006445	63㎡	南	1室0厅1卫	中楼层	（25层）	链家	17天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'is_key': '随时看房'}	8500
整租 ·   延静里中街 精装1居室 ，南朝向，采光好	朝阳	红庙	116.490847	39.922547	58㎡	南	1室1厅1卫	中楼层	（6层）	链家	17天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5000
整租 ·   后现代城北向开间 随时可看 家具家电齐全	朝阳	大望路	116.493655	39.905367	46㎡	北	1室0厅1卫	低楼层	（18层）	链家	17天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5700
整租 ·   瞰都国际西北向落地窗开间，视野开阔	朝阳	朝阳公园	116.493333	39.967187	39㎡	西北	1室0厅1卫	中楼层	（17层）	链家	16天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6500
整租 ·   南湖东园二区 西向一居 简单装修 随时可看	朝阳	望京	116.471987	40.005241	55㎡	西	1室1厅1卫	高楼层	（14层）	链家	15天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5700
鼎晟国际 1室0厅 4000元	通州	新华大街	116.655519	39.9128	52㎡	西	1室0厅1卫	低楼层	（24层）	链家	15天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4000
整租 ·   协和 166 东单 精装朝南向一居室 采光好	东城	灯市口	116.414359	39.924443	46㎡	南	1室1厅1卫	低楼层	（6层）	链家	15天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6700
整租 ·  新景家园精装开间 长期出租 家具家电全齐 看房随时	东城	崇文门	116.432142	39.902354	31㎡	西	1室0厅1卫	高楼层	（15层）	链家	15天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5800
整租 · 东恒时代一期 1室1厅 7600元	朝阳	四惠	116.501162	39.915382	60㎡	东	1室1厅1卫	低楼层	（32层）	链家	14天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7600
三里屯南路 1室1厅 7200元	朝阳	三里屯	116.462281	39.937892	55㎡	东南	1室1厅1卫	低楼层	（18层）	链家	8天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7200
整租 ·   中关村苏州街人大西门稻香园西里带电梯南北通透一居	海淀	苏州桥	116.309252	39.977842	51㎡	南 北	1室1厅1卫	高楼层	（18层）	链家	13天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7000
整租 ·   农光里小区朝南一居室，有钥匙，看房方便	朝阳	劲松	116.472064	39.88768	47㎡	南	1室1厅1卫	低楼层	（13层）	链家	12天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5700
华发颐园 1室0厅 6500元	朝阳	北苑	116.422099	40.050196	60㎡	西	1室0厅1卫	高楼层	（19层）	链家	12天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6500
